"SampleNumber","DateReceived","BoxTempNoReceipt","Country","DurabilityDate","TempAtCollection","ConditionOfSample","ProductWeightInPounds","CostOfChicken","TypeOfChicken","PackagingAtmosphere","PackagingDetails","NeckSkinWeightInSample","Test","Result","Units","Species","MethodEvalPhase"
"CE269","2016-06-28","2","England","2016-07-02","2.1","Satisfactory","1266","3","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    NS","40","CFU/g Neck","C. jejuni","2"
"CE269","2016-06-28","2","England","2016-07-02","2.1","Satisfactory","1266","3","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    BS","30","CFU/g Back","Campylobacter spp.","2"
"CE269","2016-06-28","2","England","2016-07-02","2.1","Satisfactory","1266","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","150","CFU/ml Rinse","Campylobacter spp.","2"
"CE270","2016-06-28","2","England","2016-07-03","2.1","Satisfactory","1265","3","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE270","2016-06-28","2","England","2016-07-03","2.1","Satisfactory","1265","3","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE270","2016-06-28","2","England","2016-07-03","2.1","Satisfactory","1265","3","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE271","2016-06-28","2","England","2016-06-30","2.1","Satisfactory","1466","4.49","Standard","Modified Atmosphere","Roast in Bag","10","Campylobacter spp - enumeration cfu/g    NS","40","CFU/g Neck","C. jejuni","2"
"CE271","2016-06-28","2","England","2016-06-30","2.1","Satisfactory","1466","4.49","Standard","Modified Atmosphere","Roast in Bag","10","Campylobacter spp - enumeration cfu/g    BS","60","CFU/g Back","Campylobacter spp.","2"
"CE271","2016-06-28","2","England","2016-06-30","2.1","Satisfactory","1466","4.49","Standard","Modified Atmosphere","Roast in Bag","","Campylobacter spp  - enumeration cfu/ml  CR","200","CFU/ml Rinse","Campylobacter spp.","2"
"CE272","2016-06-28","2","England","2016-06-30","2.1","Satisfactory","1492","4.49","Standard","Modified Atmosphere","Roast in Bag","3","Campylobacter spp - enumeration cfu/g    NS","10","CFU/g Neck","C. jejuni","2"
"CE272","2016-06-28","2","England","2016-06-30","2.1","Satisfactory","1492","4.49","Standard","Modified Atmosphere","Roast in Bag","3","Campylobacter spp - enumeration cfu/g    BS","40","CFU/g Back","Campylobacter spp.","2"
"CE272","2016-06-28","2","England","2016-06-30","2.1","Satisfactory","1492","4.49","Standard","Modified Atmosphere","Roast in Bag","","Campylobacter spp  - enumeration cfu/ml  CR","250","CFU/ml Rinse","Campylobacter spp.","2"
"CE273","2016-06-28","2","England","2016-07-03","3.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE273","2016-06-28","2","England","2016-07-03","3.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE273","2016-06-28","2","England","2016-07-03","3.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","10","CFU/ml Rinse","Campylobacter spp.","2"
"CE274","2016-06-28","2","England","2016-07-03","3.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE274","2016-06-28","2","England","2016-07-03","3.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE274","2016-06-28","2","England","2016-07-03","3.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE275","2016-06-28","2","England","2016-07-02","3.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","280","CFU/g Neck","C. jejuni","2"
"CE275","2016-06-28","2","England","2016-07-02","3.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","130","CFU/g Back","Campylobacter spp.","2"
"CE275","2016-06-28","2","England","2016-07-02","3.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","960","CFU/ml Rinse","Campylobacter spp.","2"
"CE276","2016-06-28","2","England","2016-07-02","3.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    NS","370","CFU/g Neck","C. jejuni","2"
"CE276","2016-06-28","2","England","2016-07-02","3.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    BS","20","CFU/g Back","Campylobacter spp.","2"
"CE276","2016-06-28","2","England","2016-07-02","3.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","190","CFU/ml Rinse","Campylobacter spp.","2"
"CE277","2016-06-28","2.5","England","2016-07-04","1.6","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    NS","140","CFU/g Neck","C. jejuni","2"
"CE277","2016-06-28","2.5","England","2016-07-04","1.6","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    BS","540","CFU/g Back","Campylobacter spp.","2"
"CE277","2016-06-28","2.5","England","2016-07-04","1.6","Satisfactory","2000","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","1530","CFU/ml Rinse","Campylobacter spp.","2"
"CE278","2016-06-28","2.5","England","2016-07-05","1.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE278","2016-06-28","2.5","England","2016-07-05","1.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE278","2016-06-28","2.5","England","2016-07-05","1.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"CE279","2016-06-28","2.5","England","2016-07-05","1.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g    NS","170","CFU/g Neck","C. jejuni","2"
"CE279","2016-06-28","2.5","England","2016-07-05","1.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g    BS","240","CFU/g Back","Campylobacter spp.","2"
"CE279","2016-06-28","2.5","England","2016-07-05","1.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","1240","CFU/ml Rinse","Campylobacter spp.","2"
"CE280","2016-06-28","2.5","England","2016-07-02","1.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    NS","80","CFU/g Neck","C. jejuni","2"
"CE280","2016-06-28","2.5","England","2016-07-02","1.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g    BS","120","CFU/g Back","Campylobacter spp.","2"
"CE280","2016-06-28","2.5","England","2016-07-02","1.6","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","170","CFU/ml Rinse","Campylobacter spp.","2"
"CE281","2016-06-28","2.5","England","2016-07-01","2.6","Satisfactory","1169","7","Free Range","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    NS","<10","CFU/g Neck","","2"
"CE281","2016-06-28","2.5","England","2016-07-01","2.6","Satisfactory","1169","7","Free Range","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g    BS","<10","CFU/g Back","","2"
"CE281","2016-06-28","2.5","England","2016-07-01","2.6","Satisfactory","1169","7","Free Range","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/ml  CR","<1","CFU/ml Rinse","","2"
"LO1613061-01","2016-06-20","4.7","England","2016-07-24","2.1","Satisfactory","1746","4.49","Standard","Modified Atmosphere","Roast-in-bag","1","Campylobacter spp - enumeration cfu/g","60","CFU/g Neck","C. jejuni","2"
"LO1613061-01","2016-06-20","4.7","England","2016-07-24","2.1","Satisfactory","1746","4.49","Standard","Modified Atmosphere","Roast-in-bag","1","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","Campylobacter spp.","2"
"LO1613061-01","2016-06-20","4.7","England","2016-07-24","2.1","Satisfactory","1746","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","302","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-02","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1500","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1613061-02","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1500","3","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1613061-02","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1500","3","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1613061-03","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1750","6","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","34","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-03","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1750","6","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g No 2","50","CFU/g Back","Campylobacter spp.","2"
"LO1613061-03","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1750","6","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","2"
"LO1613061-04","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","1","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-04","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1613061-04","2016-06-20","4.7","England","2016-06-23","1.5","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","200","CFU/g Neck","C. jejuni","2"
"LO1613061-05","2016-06-20","4.7","England","2016-06-24","1.5","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","50","CFU/g Back","Campylobacter spp.","2"
"LO1613061-05","2016-06-20","4.7","England","2016-06-24","1.5","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","90","CFU/g Neck","C. jejuni","2"
"LO1613061-05","2016-06-20","4.7","England","2016-06-24","1.5","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","165","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-06","2016-06-20","4.7","England","2016-06-21","0.6","Satisfactory","2030","5.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","15500","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-06","2016-06-20","4.7","England","2016-06-21","0.6","Satisfactory","2030","5.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","36000","CFU/g Back","Campylobacter spp.","2"
"LO1613061-06","2016-06-20","4.7","England","2016-06-21","0.6","Satisfactory","2030","5.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","31000","CFU/g Neck","C. jejuni","2"
"LO1613061-07","2016-06-20","4.7","England","2016-06-23","0.6","Satisfactory","1700","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","1650","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-07","2016-06-20","4.7","England","2016-06-23","0.6","Satisfactory","1700","4.49","Standard","Modified Atmosphere","Roast-in-bag","4","Campylobacter spp - enumeration cfu/g No 2","210","CFU/g Back","Campylobacter spp.","2"
"LO1613061-07","2016-06-20","4.7","England","2016-06-23","0.6","Satisfactory","1700","4.49","Standard","Modified Atmosphere","Roast-in-bag","4","Campylobacter spp - enumeration cfu/g","740","CFU/g Neck","C. jejuni","2"
"LO1613061-08","2016-06-20","4.7","England","2016-06-24","4","Satisfactory","1798","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","152","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-08","2016-06-20","4.7","England","2016-06-24","4","Satisfactory","1798","4.49","Standard","Modified Atmosphere","Roast-in-bag","4","Campylobacter spp - enumeration cfu/g No 2","600","CFU/g Back","Campylobacter spp.","2"
"LO1613061-08","2016-06-20","4.7","England","2016-06-24","4","Satisfactory","1798","4.49","Standard","Modified Atmosphere","Roast-in-bag","4","Campylobacter spp - enumeration cfu/g","60","CFU/g Neck","C. jejuni","2"
"LO1613061-09","2016-06-20","4.7","England","2016-06-23","0.6","Satisfactory","2192","5.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","44","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613061-09","2016-06-20","4.7","England","2016-06-23","0.6","Satisfactory","2192","5.49","Standard","Modified Atmosphere","Roast-in-bag","5","Campylobacter spp - enumeration cfu/g No 2","70","CFU/g Back","Campylobacter spp.","2"
"LO1613061-09","2016-06-20","4.7","England","2016-06-23","0.6","Satisfactory","2192","5.49","Standard","Modified Atmosphere","Roast-in-bag","5","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","2"
"LO1613061-10","2016-06-20","4.7","England","2016-06-23","0.8","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1613061-10","2016-06-20","4.7","England","2016-06-23","0.8","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1613061-10","2016-06-20","4.7","England","2016-06-23","0.8","Satisfactory","1300","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1613548-01","2016-06-27","4.1","England","2016-07-02","2.1","Satisfactory","2030","4.29","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g","20","CFU/g Neck","C. jejuni","2"
"LO1613548-01","2016-06-27","4.1","England","2016-07-02","2.1","Satisfactory","2030","4.29","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g No 2","50","CFU/g Back","Campylobacter spp.","2"
"LO1613548-01","2016-06-27","4.1","England","2016-07-02","2.1","Satisfactory","2030","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","45","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613548-02","2016-06-27","4.1","England","2016-07-02","2.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","140","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613548-02","2016-06-27","4.1","England","2016-07-02","2.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g No 2","420","CFU/g Back","Campylobacter spp.","2"
"LO1613548-02","2016-06-27","4.1","England","2016-07-02","2.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","100","CFU/g Neck","C. jejuni","2"
"LO1613548-03","2016-06-27","4.1","England","2016-07-01","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","5","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613548-03","2016-06-27","4.1","England","2016-07-01","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1613548-03","2016-06-27","4.1","England","2016-07-01","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1613548-04","2016-06-27","4.1","England","2016-07-03","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","7","CFU/ml Rinse","Campylobacter spp.","2"
"LO1613548-04","2016-06-27","4.1","England","2016-07-03","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
