"SampleNumber","DateReceived","BoxTempNoReceipt","Country","DurabilityDate","TempAtCollection","ConditionOfSample","ProductWeightInPounds","CostOfChicken","TypeOfChicken","PackagingAtmosphere","PackagingDetails","NeckSkinWeightInSample","Test","Result","Units","Species","MethodEvalPhase"
"PO1611505-02","2016-05-31","5.7","Wales  ","2016-06-06","2","Satisfactory","1576","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611505-03","2016-05-31","5.7","Wales  ","2016-06-04","1.6","Satisfactory","1738","5.14","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1611505-03","2016-05-31","5.7","Wales  ","2016-06-04","1.6","Satisfactory","1738","5.14","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611505-03","2016-05-31","5.7","Wales  ","2016-06-04","1.6","Satisfactory","1738","5.14","Standard","Modified Atmosphere","Other","5","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611507-01","2016-05-31","5.4","Wales  ","2016-06-05","1.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g","337","CFU/g Neck","C. jejuni","2"
"PO1611507-01","2016-05-31","5.4","Wales  ","2016-06-05","1.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g No 2","393","CFU/g Back","Campylobacter spp.","2"
"PO1611507-01","2016-05-31","5.4","Wales  ","2016-06-05","1.6","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","318","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611507-02","2016-05-31","5.4","Wales  ","2016-06-06","1.4","Satisfactory","1245","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1611507-02","2016-05-31","5.4","Wales  ","2016-06-06","1.4","Satisfactory","1245","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611507-02","2016-05-31","5.4","Wales  ","2016-06-06","1.4","Satisfactory","1245","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611507-03","2016-05-31","5.4","Wales  ","2016-06-03","1.9","Satisfactory","1500","5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","58","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611507-03","2016-05-31","5.4","Wales  ","2016-06-03","1.9","Satisfactory","1500","5","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","40","CFU/g Back","Campylobacter spp.","2"
"PO1611507-03","2016-05-31","5.4","Wales  ","2016-06-03","1.9","Satisfactory","1500","5","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","50","CFU/g Neck","C. jejuni","2"
"PO1611507-04","2016-05-31","5.4","Wales  ","2016-06-05","2.1","Satisfactory","1436","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","2","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611507-04","2016-05-31","5.4","Wales  ","2016-06-05","2.1","Satisfactory","1436","3.5","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611507-04","2016-05-31","5.4","Wales  ","2016-06-05","2.1","Satisfactory","1436","3.5","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","2"
"PO1611533-01","2016-05-31","6.3","England","2016-06-04","3","Satisfactory","2000","4.75","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","50","CFU/g Neck","C. jejuni","2"
"PO1611533-01","2016-05-31","6.3","England","2016-06-04","3","Satisfactory","2000","4.75","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","Campylobacter spp.","2"
"PO1611533-01","2016-05-31","6.3","England","2016-06-04","3","Satisfactory","2000","4.75","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","4","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-02","2016-05-31","6.3","England","2016-06-02","3","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","220","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-02","2016-05-31","6.3","England","2016-06-02","3","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g No 2","30","CFU/g Back","Campylobacter spp.","2"
"PO1611533-02","2016-05-31","6.3","England","2016-06-02","3","Satisfactory","1750","4.25","Standard","Modified Atmosphere","Other","4","Campylobacter spp - enumeration cfu/g","80","CFU/g Neck","C. jejuni","2"
"PO1611533-03","2016-05-31","6.3","England","2016-06-06","3","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","196","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-03","2016-05-31","6.3","England","2016-06-06","3","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","90","CFU/g Back","Campylobacter spp.","2"
"PO1611533-03","2016-05-31","6.3","England","2016-06-06","3","Satisfactory","1350","2.95","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","864","CFU/g Neck","C. jejuni","2"
"PO1611533-04","2016-05-31","6.3","England","2016-06-06","4.1","Satisfactory","1418","3.46","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","382","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-04","2016-05-31","6.3","England","2016-06-06","4.1","Satisfactory","1418","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","107","CFU/g Back","Campylobacter spp.","2"
"PO1611533-04","2016-05-31","6.3","England","2016-06-06","4.1","Satisfactory","1418","3.46","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","1147","CFU/g Neck","Campylobacter spp.","2"
"PO1611533-05","2016-05-31","6.3","England","2016-06-06","4.1","Satisfactory","1768","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","40","CFU/g Back","Campylobacter spp.","2"
"PO1611533-05","2016-05-31","6.3","England","2016-06-06","4.1","Satisfactory","1768","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","78500","CFU/g Neck","Mixed C. jejuni and C. coli","2"
"PO1611533-05","2016-05-31","6.3","England","2016-06-06","4.1","Satisfactory","1768","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","1259","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-06","2016-05-31","6.3","England","2016-06-07","4.1","Satisfactory","1752","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","7","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-06","2016-05-31","6.3","England","2016-06-07","4.1","Satisfactory","1752","4","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","Campylobacter spp.","2"
"PO1611533-06","2016-05-31","6.3","England","2016-06-07","4.1","Satisfactory","1752","4","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611533-07","2016-05-31","6.3","England","2016-06-05","4.1","Satisfactory","1832","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","80","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-07","2016-05-31","6.3","England","2016-06-05","4.1","Satisfactory","1832","4","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g No 2","20","CFU/g Back","Campylobacter spp.","2"
"PO1611533-07","2016-05-31","6.3","England","2016-06-05","4.1","Satisfactory","1832","4","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g","60","CFU/g Neck","C. jejuni","2"
"PO1611533-08","2016-05-31","6.3","England","2016-06-05","2.1","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1611533-08","2016-05-31","6.3","England","2016-06-05","2.1","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611533-08","2016-05-31","6.3","England","2016-06-05","2.1","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","7","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611533-09","2016-05-31","6.3","England","2016-06-03","2.1","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/ml","16","CFU/ml Rinse","Campylobacter spp.","2"
"PO1611533-09","2016-05-31","6.3","England","2016-06-03","2.1","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611533-09","2016-05-31","6.3","England","2016-06-03","2.1","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","6","Campylobacter spp - enumeration cfu/g","20","CFU/g Neck","C. jejuni","2"
"PO1611533-10","2016-05-31","6.3","England","2016-06-03","2.1","Satisfactory","1668","4.94","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1611533-10","2016-05-31","6.3","England","2016-06-03","2.1","Satisfactory","1668","4.94","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611533-10","2016-05-31","6.3","England","2016-06-03","2.1","Satisfactory","1668","4.94","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1611508-01","2016-05-31","7.5","England","2016-06-05","4.2","Satisfactory","1676","4.49","Standard","Modified Atmosphere","Roast-in-bag","16","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"YO1611508-01","2016-05-31","7.5","England","2016-06-05","4.2","Satisfactory","1676","4.49","Standard","Modified Atmosphere","Roast-in-bag","16","Campylobacter spp - enumeration cfu/g No 2","90","CFU/g Back","Campylobacter spp.","1"
"YO1611508-01","2016-05-31","7.5","England","2016-06-05","4.2","Satisfactory","1676","4.49","Standard","Modified Atmosphere","Roast-in-bag","16","Campylobacter spp - enumeration cfu/ml","14","CFU/ml Rinse","Campylobacter spp.","1"
"YO1611508-02","2016-05-31","7.5","England","2016-06-03","4.8","Satisfactory","1410","4.49","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","1","CFU/ml Rinse","Campylobacter spp.","2"
"YO1611508-02","2016-05-31","7.5","England","2016-06-03","4.8","Satisfactory","1410","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","Campylobacter spp.","2"
"YO1611508-02","2016-05-31","7.5","England","2016-06-03","4.8","Satisfactory","1410","4.49","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1611508-03","2016-05-31","7.5","England","2016-06-04","3.2","Satisfactory","1150","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"YO1611508-03","2016-05-31","7.5","England","2016-06-04","3.2","Satisfactory","1150","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"YO1611508-03","2016-05-31","7.5","England","2016-06-04","3.2","Satisfactory","1150","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"YO1611508-04","2016-05-31","7.5","England","2016-06-03","3","Satisfactory","1752","3.49","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","171","CFU/ml Rinse","Campylobacter spp.","2"
"YO1611508-04","2016-05-31","7.5","England","2016-06-03","3","Satisfactory","1752","3.49","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","70","CFU/g Back","Campylobacter spp.","2"
"YO1611508-04","2016-05-31","7.5","England","2016-06-03","3","Satisfactory","1752","3.49","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","2"
"YO1611512-01","2016-05-31","3.6","England","2016-06-05","8","Satisfactory","1774","5","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","240","CFU/g Neck","C. jejuni","2"
"YO1611512-01","2016-05-31","3.6","England","2016-06-05","8","Satisfactory","1774","5","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","580","CFU/g Back","Campylobacter spp.","2"
"YO1611512-01","2016-05-31","3.6","England","2016-06-05","8","Satisfactory","1774","5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","34500","CFU/ml Rinse","Campylobacter spp.","2"
"YO1611512-02","2016-05-31","3.6","England","2016-06-05","8","Satisfactory","1600","5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","4500","CFU/ml Rinse","Campylobacter spp.","2"
"YO1611512-02","2016-05-31","3.6","England","2016-06-05","8","Satisfactory","1600","5","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","240","CFU/g Back","Campylobacter spp.","2"
"YO1611512-02","2016-05-31","3.6","England","2016-06-05","8","Satisfactory","1600","5","Standard","NOT Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","580","CFU/g Neck","Campylobacter spp.","2"
"LO1611919-01","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1611919-01","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1611919-01","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1611919-02","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1982","4.29","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","61","CFU/ml Rinse","Campylobacter spp.","2"
"LO1611919-02","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1982","4.29","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g No 2","24","CFU/g Back","Campylobacter spp.","2"
"LO1611919-02","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1982","4.29","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","70","CFU/g Neck","C. jejuni","2"
"LO1611919-03","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","1550","CFU/ml Rinse","Campylobacter spp.","2"
"LO1611919-03","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","6550","CFU/g Back","Campylobacter spp.","2"
"LO1611919-03","2016-06-06","2.9","England","2016-06-11","2.1","Satisfactory","1650","3.15","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","60","CFU/g Neck","C. jejuni","2"
"LO1611919-04","2016-06-06","2.9","England","2016-06-10","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1611919-04","2016-06-06","2.9","England","2016-06-10","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1611919-04","2016-06-06","2.9","England","2016-06-10","2.1","Satisfactory","1250","2.39","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1611919-05","2016-06-06","2.9","England","2016-06-09","0.7","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","130","CFU/g Back","Campylobacter spp.","2"
"LO1611919-05","2016-06-06","2.9","England","2016-06-09","0.7","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","500","CFU/g Neck","C. jejuni","2"
"LO1611919-05","2016-06-06","2.9","England","2016-06-09","0.7","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","146","CFU/ml Rinse","Campylobacter spp.","2"
"LO1611919-06","2016-06-06","2.9","England","2016-06-07","0.7","Satisfactory","1100","4","Standard","Not Stated","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1611919-06","2016-06-06","2.9","England","2016-06-07","0.7","Satisfactory","1100","4","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1611919-06","2016-06-06","2.9","England","2016-06-07","0.7","Satisfactory","1100","4","Standard","Not Stated","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1611919-07","2016-06-06","2.9","England","2016-06-09","0.7","Satisfactory","1500","5","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","22","CFU/ml Rinse","Campylobacter spp.","2"
"LO1611919-07","2016-06-06","2.9","England","2016-06-09","0.7","Satisfactory","1500","5","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","30","CFU/g Back","Campylobacter spp.","2"
"LO1611919-07","2016-06-06","2.9","England","2016-06-09","0.7","Satisfactory","1500","5","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","60","CFU/g Neck","C. jejuni","2"
"LO1611919-08","2016-06-06","2.9","England","2016-06-09","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","31","CFU/ml Rinse","Campylobacter spp.","2"
"LO1611919-08","2016-06-06","2.9","England","2016-06-09","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","80","CFU/g Back","Campylobacter spp.","2"
"LO1611919-08","2016-06-06","2.9","England","2016-06-09","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","2"
"LO1611919-09","2016-06-06","2.9","England","2016-06-08","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","4","CFU/ml Rinse","Campylobacter spp.","2"
"LO1611919-09","2016-06-06","2.9","England","2016-06-08","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1611919-09","2016-06-06","2.9","England","2016-06-08","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1611919-10","2016-06-06","2.9","England","2016-06-10","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","61","CFU/ml Rinse","Campylobacter spp.","2"
"LO1611919-10","2016-06-06","2.9","England","2016-06-10","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","130","CFU/g Back","Campylobacter spp.","2"
"LO1611919-10","2016-06-06","2.9","England","2016-06-10","2.5","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","50","CFU/g Neck","C. jejuni","2"
"LO1612519-01","2016-06-13","5.1","England","2016-06-16","1.6","Satisfactory","1800","6","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1612519-01","2016-06-13","5.1","England","2016-06-16","1.6","Satisfactory","1800","6","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1612519-01","2016-06-13","5.1","England","2016-06-16","1.6","Satisfactory","1800","6","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1612519-02","2016-06-13","5.1","England","2016-06-15","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","5","CFU/ml Rinse","Campylobacter spp.","2"
"LO1612519-02","2016-06-13","5.1","England","2016-06-15","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","30","CFU/g Back","Campylobacter spp.","2"
"LO1612519-02","2016-06-13","5.1","England","2016-06-15","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","20","CFU/g Neck","C. jejuni","2"
"LO1612519-03","2016-06-13","5.1","England","2016-06-17","1.6","Satisfactory","1500","5","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1612519-03","2016-06-13","5.1","England","2016-06-17","1.6","Satisfactory","1500","5","Standard","Modified Atmosphere","Roast-in-bag","9","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1612519-03","2016-06-13","5.1","England","2016-06-17","1.6","Satisfactory","1500","5","Standard","Modified Atmosphere","Roast-in-bag","9","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1612519-04","2016-06-13","5.1","England","2016-06-16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1612519-04","2016-06-13","5.1","England","2016-06-16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1612519-04","2016-06-13","5.1","England","2016-06-16","1.6","Satisfactory","1100","4","Standard","Modified Atmosphere","Roast-in-bag","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1612519-05","2016-06-13","5.1","England","2016-06-19","3.1","Satisfactory","1550","2.79","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","90","CFU/g Back","Campylobacter spp.","2"
"LO1612519-05","2016-06-13","5.1","England","2016-06-19","3.1","Satisfactory","1550","2.79","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","2"
"LO1612519-05","2016-06-13","5.1","England","2016-06-19","3.1","Satisfactory","1550","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","27","CFU/ml Rinse","Campylobacter spp.","2"
"LO1612519-06","2016-06-13","5.1","England","2016-06-20","3.1","Satisfactory","1430","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1612519-06","2016-06-13","5.1","England","2016-06-20","3.1","Satisfactory","1430","2.79","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g No 2","12","CFU/g Back","Campylobacter spp.","2"
"LO1612519-06","2016-06-13","5.1","England","2016-06-20","3.1","Satisfactory","1430","2.79","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1612519-07","2016-06-13","5.1","England","2016-06-19","3.1","Satisfactory","1670","3.3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","80","CFU/ml Rinse","Campylobacter spp.","2"
"LO1612519-07","2016-06-13","5.1","England","2016-06-19","3.1","Satisfactory","1670","3.3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","48","CFU/g Back","Campylobacter spp.","2"
"LO1612519-07","2016-06-13","5.1","England","2016-06-19","3.1","Satisfactory","1670","3.3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","28","CFU/g Neck","C. jejuni","2"
"LO1612519-08","2016-06-13","5.1","England","2016-06-17","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","6","CFU/ml Rinse","Campylobacter spp.","2"
"LO1612519-08","2016-06-13","5.1","England","2016-06-17","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1612519-08","2016-06-13","5.1","England","2016-06-17","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1612519-09","2016-06-13","5.1","England","2016-06-16","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"LO1612519-09","2016-06-13","5.1","England","2016-06-16","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"LO1612519-09","2016-06-13","5.1","England","2016-06-16","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"LO1612519-10","2016-06-13","5.1","England","2016-06-16","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","4","CFU/ml Rinse","Campylobacter spp.","2"
"LO1612519-10","2016-06-13","5.1","England","2016-06-16","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","14","CFU/g Back","Campylobacter spp.","2"
"LO1612519-10","2016-06-13","5.1","England","2016-06-16","2","Satisfactory","1200","4","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611954-01","2016-06-06","8","England","11.06.16","2.1","Satisfactory","1271","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","2"
"PO1611954-01","2016-06-06","8","England","11.06.16","2.1","Satisfactory","1271","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
"PO1611954-01","2016-06-06","8","England","11.06.16","2.1","Satisfactory","1271","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1611954-02","2016-06-06","8","England","13.06.16","2.1","Satisfactory","1448","3","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","<1","CFU/ml Rinse","","2"
"PO1611954-02","2016-06-06","8","England","13.06.16","2.1","Satisfactory","1448","3","Standard","Modified Atmosphere","Other","10","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","2"
